{'短评内容': '交通方便，值这个价', '短评打分': 4}
{'短评内容': '很干净，关键是这样的价格在这个位置是非常非常难的的啊！我会推荐朋友住这里。', '短评打分': 5}
{'短评内容': '好好好好好好好好好好好好好好好好好好好好', '短评打分': 3}
{'短评内容': '酒店位置很好，附近交通非常方便，服务周到，但卫生条件一般。', '短评打分': 5}
{'短评内容': ' 服务不错 屋里插座少 离公交车站有点远', '短评打分': 5}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '交通便利，小标间实在是太实惠了，也很卫生，爱挑刺的就不建议住了', '短评打分': 5}
{'短评内容': '设置较旧，房间很小，酒店位置很不错，性价比合适。', '短评打分': 3}
{'短评内容': '地段不错，离景点较近，服务也不错，信价比不错 ', '短评打分': 5}
{'短评内容': '&#183;&#183;&#183;&#183;&#183;&#183;&#183;&#183;&#183;&#183;&#183;郁闷。 感觉有点受欺骗~~', '短评打分': 3}
{'短评内容': ',酒店位置很好,服务太度挺好,拖步行到王府景大街也就十五分钟,就拖鞋是公用的那种的,总的来说很不错的', '短评打分': 5}
{'短评内容': '态度很一般，房间条件也相对差些，价钱还适中吧，下次要考虑一下了', '短评打分': 5}
{'短评内容': ' 啥也不说了。伤心。。', '短评打分': 5}
{'短评内容': '性价比合适,不错', '短评打分': 5}
{'短评内容': '总体来说不错    很满意   位置不错   房间也挺好的', '短评打分': 5}
{'短评内容': '还可以吧', '短评打分': 5}
{'短评内容': '交通方便、价格合理、我帮几位末到过北京的老人订过房,老人们赞口不绝,特此推荐', '短评打分': 3}
{'短评内容': '交通方便、价格合理、我帮几位末到过北京的老人订过房,老人们赞口不绝,特此推荐', '短评打分': 3}
{'短评内容': '交通方便、价格合理、我帮几位末到过北京的老人订过房,老人们赞口不绝,特此推荐', '短评打分': 5}
{'短评内容': '和想象中的有差,所谓的两张小床 不过是沙发打开而已,还有很浓重的响声.如果是一家多人想要住这个房间要考虑一下了,因为只有一个房间可以睡觉,客厅里是沙发和茶几.大床倒是有些软,厕所的灯是坏的 出门前要求更换 等晚上回来一看还是老样子.早餐也很一般,如果有时间 还是出门早市逛一圈吃吧.总体来说 价位还算公道 ,只是有些失望 和预期的有差距.', '短评打分': 1}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': ' 已入住', '短评打分': 5}
{'短评内容': '性价比还可以,性价比还可以,性价比还可以,', '短评打分': 3}
{'短评内容': '性价比还可以,性价比还可以,性价比还可以,', '短评打分': 5}
{'短评内容': '＋卫生可以，房间较小，交通较方便。', '短评打分': 5}
{'短评内容': '价格便宜，位置较好，其他一般。还有要提前决定好住几天，要不延住会没有房。', '短评打分': 3}
{'短评内容': '根据我的入住体会，价格便宜，位置较好，其他一般。', '短评打分': 1}
{'短评内容': '不错哦。服务态度还可以。140元的，没有卫生间', '短评打分': 3}
{'短评内容': '那不是酒店，是招待所。洗澡要下楼，洗手间一个楼层公用。我在网站上订了7天，但我只住了一天，就换酒店了。', '短评打分': 1}
{'短评内容': ' 还行 ', '短评打分': 5}
{'短评内容': '地铁5号线东四站D出口,过马路看见邮局,后面的一条小街进去,但还要再找一些时间,不难,还算方便.周围有北京有名的小吃,也有麦当劳,还有一个物美超市.公交去雍和宫很方便.\r\n服务态度挺好的,但卫生间洗完澡后有味道,没地方挂洗涤的衣物.早餐比较适合北方口味.', '短评打分': 5}
{'短评内容': '\u3000服务态度很好', '短评打分': 5}
{'短评内容': '价位挺合适 ，但房间挺旧的 ，可能北京市区的宾馆都不会很新 ，所以这个价钱 这个位置 已经挺不错了 ', '短评打分': 5}
{'短评内容': '位置不错，好找，早餐也比较丰富，值得推荐\r\n', '短评打分': 3}
{'短评内容': '地理位置优越。。紧靠王府井商业步行街和中国美术馆。', '短评打分': 5}
{'短评内容': '服务很好 环境不错 交通方便 另外门前下雨记得放防滑垫', '短评打分': 5}
{'短评内容': '这个价位合适    \r\n 位置好      ', '短评打分': 1}
{'短评内容': '服务态度很好。干净，便宜。很适合去北京旅游时入住', '短评打分': 3}
{'短评内容': '特价间没有独立卫浴, 地理位置还可以                  ', '短评打分': 3}
{'短评内容': '特价间没有独立卫浴, 地理位置还可以                  ', '短评打分': 3}
{'短评内容': '交通比较方便，住得还是不错，早点很丰富。门口的烧烤很不错，下着冰啤酒。就是对于南方的游客，周围没找到比较适合口味的炒菜。', '短评打分': 5}
{'短评内容': '+', '短评打分': 5}
{'短评内容': '+很好，不错。不过一百四的没有卫生间。要问清楚。', '短评打分': 5}
{'短评内容': '这家酒店的性价比非常高，下次来北京还要入住此酒店．', '短评打分': 3}
{'短评内容': '这家酒店的性价比非常高，下次来北京还要入住此酒店．', '短评打分': 5}
{'短评内容': '首次入住，服务比较好，孩子奶瓶洒了一地的奶，打电话前台叫服务员很快处理了，感觉很满意。地理位置比较好，交通方便，夜晚很安静，睡得比较舒服。而且隆福寺还有早市，可以买到好多便宜的水果，很好很满意，感觉像在家里一样。', '短评打分': 5}
{'短评内容': '+酒店经济实惠，地点不错，还行。', '短评打分': 5}
{'短评内容': ' 挺好找的。就是有够贵，换了个三楼的标间，服务很热情。感觉190不如住七天。', '短评打分': 5}
{'短评内容': '非常好，大家不要再找了就这家了。下次还来这。', '短评打分': 3}
{'短评内容': '宾馆不错,物美价廉', '短评打分': 5}
{'短评内容': '订的普通间\u3000房间很小\u3000但对于想省钱的朋友来讲\u3000还不错', '短评打分': 5}
{'短评内容': '酒店位置不错 交通很方便 价格也很合理 工作人员服务态度也好', '短评打分': 3}
{'短评内容': '服务还好，就是硬件差强人意，吃饭碗太小，一人能吃5碗，（碗/1元），可以在旁边小巷子自助。离地铁站600米。', '短评打分': 5}
{'短评内容': '地理位置不错,但住宿条件太差', '短评打分': 5}
{'短评内容': '  该宾馆地理位置没有想象的那么好，周围环境有点乱，晚上宾馆内倒是比较安静', '短评打分': 5}
{'短评内容': '我订的是四人中式套房，因临时决定多了一老一小，加了两个床（60元/人），哈哈一家六口第一次住在同一宾馆的同一房间，其乐融融,服务员态度也热情.', '短评打分': 5}
{'短评内容': '特价的没有独立卫浴，房间挺大其他的也都不错', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 5}
{'短评内容': '除了没有独立卫生间，别的条件都不错。但是这个价钱已经比较便宜了，什么价钱住什么宾馆，如果可以接受没有独立卫生间，那么强烈推荐。地理位置十分优越，很多公交都到，五分钟就能到地铁站。而且紧挨着王府井大街，早晨还有早市，水果新鲜的很。门口的白魁饭庄不推荐去吃饭。', '短评打分': 3}
{'短评内容': '  已入住  人员态度还好', '短评打分': 3}
{'短评内容': '  我们到宾馆了  开始定的那个房不好换了一个房间', '短评打分': 5}
{'短评内容': '地理位置非常好，离地铁很近，服务员的态度也很好。设施稍微陈旧了些，但都很干净，非常不错，以后来北京还会继续来这里住宿。\r\n一点不足：订的是可以上网的房间，但是似乎网络挺不稳定的，老是连不上。', '短评打分': 5}
{'短评内容': '+还好，一开始没找着，后来找到了，地方交通很方便，离地铁口不远，性价比很高，我们刚从沙漠玩回来，觉得不错，适合自由行的。推荐！', '短评打分': 5}
{'短评内容': '位址不错，位于王府井商圈，离公交车站和地铁站都很近，晚上很安静，附近有小吃店和饭店，附近早上有早市（卖什么的都有），卫生条件一般。缺点是设施陈旧，每次路过公共卫生间都闻到一阵厕所味。', '短评打分': 3}
{'短评内容': '分三方面说吧：\r\n一、设施方面：设施太旧了，进房一阵厕所味，天天回来都有。估计是公共 卫生间传来的。床垫弹簧太软了，睡得不舒服。\r\n二、交通方面：挺好的。从东四地铁出来，看见对面有一间邮政局，过了天桥，在邮政局右边有条胡同进去三百米左右就到了。平时上街也方便。近着王府井。\r\n三、服务方面：也没让她们提供什么服务，所以不是太了解', '短评打分': 1}
{'短评内容': '该酒店位置较好，在王府井商圈内，离地铁和公共汽车站都只有100米左右，晚上很安静，门前不远早上有早市（卖什么的都有）和国营的隆福寺街小吃店（可解决吃饭问题，价格大众化）。卫生情况一般。我住的房间是一层楼共用一个卫生间和洗漱间，洗澡间在1楼（晚上11后点去人比较少，随时有热水），这不算什么问题。问题是卫生间马桶设计得太差，大便时不注意的话马桶里的水会溅到你的身上，这样就很尴尬了。所以建议小便使用他们', '短评打分': 5}
{'短评内容': '卫生还不错，就是隔音太差了，隔壁可能是喝多了，折腾了一晚上，害得我们也是一晚上没睡。', '短评打分': 3}
{'短评内容': '卫生还不错，就是隔音太差了，隔壁可能是喝多了，折腾了一晚上，害得我们也是一晚上没睡。', '短评打分': 5}
{'短评内容': '标准间未按标准配备，卫生条件差，霸王条款两位大人带1.4米以上的孩子一位入住必须加床,不加床也要加钱,但在网上并未注明,服务一般.建议不入住.', '短评打分': 3}
{'短评内容': '地理位置十分方便，酒店设施有点旧，不过这个价位算不错的了，还有一个缺点就是房间总有味，每次回来都要敞一段时间，总的来说我还是很满意的，下次还住。', '短评打分': 5}
{'短评内容': '服务还可以。就是卖的烟抽不了。', '短评打分': 5}
{'短评内容': '缺点：初去位置不好找，卫生服务员不是很专业，每天很晚才打扫卫生，且卫生打扫不干净。优点：熟悉后位置不错，酒店饮食不错，周围吃的也方便。', '短评打分': 5}
{'短评内容': '家庭套间（460元的那种）还不错，建议人多的话选择家庭套间。总体来说设施比较陈旧，没有电脑，服务态度有待加强，住了几天，好象都没看到一张笑脸，临走那天有位服务员微笑说了声再见，让我有点受宠若惊的感觉。地理位置不错，也比较安静，强烈建议老板改善设施，提高服务质量，这样客源一定会更多。北京西站下车后，千万不要坐109公交，我这次坐109花了一个多小时才到，建议坐地铁.下车后先走到军事博物馆地铁站（走路', '短评打分': 5}
{'短评内容': '地理位置很好，公交地铁都很方便，就餐环境好价位普遍百姓都可以接受', '短评打分': 5}
{'短评内容': '服务很好，交通便利。', '短评打分': 5}
{'短评内容': '一家人去北京玩，住了5天，感觉该酒店位置很好，性价比也可以，住的200的大标，王府井，东城区一带别的酒店200左右的一般都没窗子，他这有窗子，晚上很安静，建议去北京玩的朋友对住宿要求不是很高的就住这。如果你的住宿标准高就直接去住1000以上的。', '短评打分': 5}
{'短评内容': '一般bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb', '短评打分': 5}
{'短评内容': '总体感觉一般，交通还算方便，服务有待加强', '短评打分': 1}
{'短评内容': '东四福苑宾馆的服务很好，非常的热情，房间也很不错性价比不错的我住了7天真的很不错。', '短评打分': 5}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '还不错了啊，性价比还不错，就是房间插座太少，充电不太方便，其余的还好吧，交通便利', '短评打分': 5}
{'短评内容': '酒店的位置非常好。坐公交车和地铁都很方便。附近有早餐店，早市和超市。服务非常好。但是，设施非常差，酒店很破旧，就是一般招待所的水平。沙发脏兮兮的。我们住的是130元的特价房，房间在5楼，必须去一楼洗澡，非常不方便。只有两个洗澡间，所以常常要排队。也没有电梯。 性价比一般。 如果不是像我们有很多行李，必须提前预定宾馆。我不推荐入住。这个价位，在北京比较容易找到条件更好的宾馆。', '短评打分': 1}
{'短评内容': '不是我想象中那样  房间设施太陈旧  给人一种不太卫生的感觉', '短评打分': 1}
{'短评内容': '。这里服务态度还可，地理位置也不错，只是房问设施比较阵旧。我已入住，请问从我信用卡上扣了的订房金何吋退还给我？', '短评打分': 5}
{'短评内容': '酒店服务不错，但环境一般，卫生还算可以，建议近期装修一次', '短评打分': 3}
{'短评内容': '在天安门旁边能找到这样的宾馆已经很好了，价格还很便宜，早餐也很好，以后去北京还去这里住！', '短评打分': 5}
{'短评内容': '我是在国外预定的这家酒店，住宿让我感到满意，性价比还算可以，要是下次还去北京，我决定还去那边住', '短评打分': 5}
{'短评内容': '条件相当一般，不如北京站的城市青年酒店，现在的青年旅舍真是越办越好了！！！', '短评打分': 1}
{'短评内容': '地理位置其实比较好，但开始找比较困难。服务比较好，在行李存放比较安全。', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '地理环境真的超级好，出门走7分钟就到东四地铁站了，而且地铁站边上有个大超市，购物很方便~而且每天早晨门口就有集市，很热闹，可以买些水果~\r\n吃的方面，附近就有隆福寺小吃，还有那家老字号白櫆小吃店，味道很赞~附近还有家云南味道的小店，是个歌手组合开的，询问了前台服务员，因为要穿过一段胡同，容易迷路，服务员很热心的带我们指引方向，它隔壁的小彻甜品店也很有特色~所以住这里完全不用担心吃的问题~\r\n服务方', '短评打分': 5}
{'短评内容': '住了两晚，感觉可以。交通确实方便！在北京市中心能住上此等价位的标房，可谓实惠性价比高，但前提是对住宿要求不能太高哦，毕竟是低价位的房间啊！', '短评打分': 5}
{'短评内容': '酒店位置非常棒，来北京自助游首选，还要感谢一下酒店服务员，我是晚上2点左右到，刚开始找不到酒店位置打电话，她们很热情，还有我是早出晚归，，回来后她们一早就把空调给我们开启了，就像在家的感觉。', '短评打分': 3}
{'短评内容': '酒店位置非常棒，来北京自助游首选，还要感谢一下酒店服务员，我是晚上2点左右到，刚开始找不到酒店位置打电话，她们很热情，还有我是早出晚归，，回来后她们一早就把空调给我们开启了，就像在家的感觉。', '短评打分': 3}
{'短评内容': '一般一般，性价比还不如快捷酒店！！！', '短评打分': 1}
{'短评内容': '离地铁站也近,还不错.', '短评打分': 5}
{'短评内容': '交通方便，离地铁很近，我们住的是130一晚的标准2人间，没有独立浴室，但公用卫生间水很好，人也很少，要自备洗浴用品。客房打扫很及时也很干净，性价比很高了，适合学生等消费能力一般的人群', '短评打分': 5}
{'短评内容': '服务很好。', '短评打分': 3}
{'短评内容': '下回还会去的酒店  老板娘特别好   真的', '短评打分': 5}
{'短评内容': '酒店地理位置非常好，旅游的首选，还要感谢一下酒店服务员，晚上2点打电话都非常热情，入住这几天，有时还一早帮我把房间空调打开了。非常周到，总的来说性价比非常高。', '短评打分': 5}
{'短评内容': '很不错很满意 服务态度很好 设施齐全 要了会给 交通也很便利~ 就是隔音稍稍有点问题~', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '性价比还行  稍微有点偏  酒店不好找~', '短评打分': 5}
{'短评内容': '我很喜欢这家宾馆，服务员很热情，环境也不错，就是电视机的声音不能调。原先订的是三人间，没有独立卫生间，因为比计划多带了老爸，宾馆给加了床位，又给换了带独立卫生间的房间，我很满意。', '短评打分': 3}
{'短评内容': '我是在网上找的这家宾馆，一家人住进去，还有早餐，就在市中心，离天安门和王府井都很近，离地铁也很近，出行非常方便，有机会再去北京，我还住那儿。', '短评打分': 5}
{'短评内容': '  酒店的性价比很高，但是如果住普间也就是没有独立卫生间的同志们注意了。很麻烦卫生间每个楼层都有但是淋浴间只有一楼有。男有两个淋浴头。女的不是很清楚，也应该差不多吧。宾馆没有电梯一共是5层。如果你去了而且住的是普间，有很不幸的被安排到5楼那么不用我说了吧~~~\r\n   当然宾馆也有好的地方周围的饭馆很多，离地铁站就5分钟的路。特别方便。下地铁从b口出看见福隆寺路直走就能看见了。祝你在哪住的开心。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '还不错，离地铁站也近', '短评打分': 3}
{'短评内容': '具体位置比较难找，但晚上睡觉很安静，交通方便，地铁很近，公交站也比较多', '短评打分': 5}
{'短评内容': '服务好，设施老，卫生不佳', '短评打分': 5}
{'短评内容': '离汽车和地铁站较远，交通不够便利。宾馆较静，早餐较好。', '短评打分': 1}
{'短评内容': '酒店服务很好，地理位置很好，只是环境和设施一般，不过这么好的位置，性价比还是很不错的。', '短评打分': 5}
{'短评内容': '地理环境好，服务态度也不错。', '短评打分': 5}
{'短评内容': '离王府井有3站的距离，104往返很方便。卫生也还好，是就没有电梯有点崩溃。每天在北京逛到脚痛，但还要爬4楼&#183;&#183;\r\n洗澡是公共浴室，但是好点的房间也带有独立的。公共浴室挺干净的，就是要爬回一楼，和要等里面的人洗完这两点不太好。\r\n很多人都去那里住，看到好多外国人啊\r\n到了隆福寺街再找这家宾馆会好找很多\r\n另外宾馆外面有家挺正宗的北京早餐。我爱上了那里的油条', '短评打分': 5}
{'短评内容': '我第一次来北京自由行，找宾馆感到很迷惘，网上很多人都是应付式简评，提供不了参考价值。在此我想给一个客观中肯的评价，给广大网友一个参考。北京东四福苑宾馆位置和价格都很好，确实是一个性价比很高的宾馆。位置也很好，从北京西站广场东（即广场东面的荷花池公园旁的一个站牌，我第一回找了很久很久，问N人才知道）坐109到美术馆东下，过天桥走到对面的隆福寺牌坊后面，就可以看见。我第一回没问人就找到了。130（折后', '短评打分': 5}
{'短评内容': '不错的酒店', '短评打分': 3}
{'短评内容': '住这儿出行很方便,吃饭也方便,特别是早餐.', '短评打分': 3}
{'短评内容': '服务态度不好', '短评打分': 1}
{'短评内容': '要求不高的话，可以考虑，毕竟价格便宜些。', '短评打分': 5}
{'短评内容': '屋内设施陈旧，床单不是一天一换，而是一客一换，而且必须住满三天以后才换。住了几天，屋内好像没扫过。服务一般，很少见到服务人员笑容，尤其是餐厅服务人员，基本天天早上见到和用餐者吵架。楼上环境如何，不知道，住的是一楼，屋内较潮，还有难闻的味道。还有其他不如意的地方，不一一说了。总之，设施和服务比起“锦江之星”这样的经济连锁酒店差很多，单拿标间来说，综合价格仅比别人便宜50、60元，但设施和服务却差得多', '短评打分': 1}
{'短评内容': '地理位子一般，环境一般，服务态度蛮不错的，宾馆设施要是更新一下还是不错的，早餐还是蛮丰富的！', '短评打分': 5}
{'短评内容': '性价比很不错的一家酒店！坐地铁5号线到东四站，步行5分钟即到。交通方便！', '短评打分': 5}
{'短评内容': '不错，综合评定的话 挺好的 特别是位置 ', '短评打分': 5}
{'短评内容': '总体还是不错的~就是服务态度有一点点冷~', '短评打分': 5}
{'短评内容': '位置不错，就是有些陈旧，服务很好，交通方便，算有性价比吧。', '短评打分': 5}
{'短评内容': '真的很不错啊，性价比的却很高！', '短评打分': 5}
{'短评内容': '不错啊', '短评打分': 5}
{'短评内容': '对北京城区来说，性价比很好，下次一定会再去。', '短评打分': 5}
{'短评内容': '施舍硬件一般。老北京四合院的感觉。服务态度很赞。亲切体贴周到，服务员还帮忙拿行李箱。打出租车。位置离火车站近，下了车不好打车。一般在火车站蹲点的司机都不爱来。性价比算高了。房间有点潮气。也许是北京在下雨的缘故。', '短评打分': 5}
{'短评内容': '性价比不错，小标间180/d，房间是很小，不过就晚上睡个觉，也足够了，卫生间也很mini。位置离地铁站略远，但还好，走几分钟就到了。比较安静。适合自助游要求不高的同学~', '短评打分': 5}
{'短评内容': '服务不错,位置不错,浴巾和毛巾太旧了,建议自备', '短评打分': 3}
{'短评内容': '不错，性价比高，值得推荐。服务态度好，交通位置好。\r\n\r\n只是前台价格和网上订怎么是一样的呢？而且别的网上订比这里订还便宜十元钱。', '短评打分': 5}
{'短评内容': '还不错 价格没有优势！', '短评打分': 5}
{'短评内容': '没什么说的了，去北京一定住那', '短评打分': 5}
{'短评内容': '首先是位置！！！非常好，出来就是地铁，走走就是市中心，旁边就是著名小吃，早饭也还可以，就是楼层有点高，房间比较小，性价比还不错的', '短评打分': 5}
{'短评内容': '酒店位置很好，入住过几次了，出行方便。尤其是出樱桃的季节，隆福寺广场早市的水果特别丰富，樱桃、火龙果又好吃又便宜，饱了口福啊，呵呵。地铁口也就在对面，适合家庭和朋友们出游入住，酒店的中餐厅也挺方便。管理还挺严格认真，稍让人有点不满意的是前台，可能是旺季生意太好，有点强势，不够委婉和热情。\r\n', '短评打分': 5}
{'短评内容': '位置不错过马路就是地铁', '短评打分': 5}
{'短评内容': '酒店位置太纠结了……房间内没有热水只能叫服务员送来热水壶……房间特别小而且设施实在是很古老……性价比查好多……', '短评打分': 1}
{'短评内容': '整体还行', '短评打分': 5}
{'短评内容': '很便宜，这个价格这个条件还算不错', '短评打分': 3}
{'短评内容': '很老旧的宾馆 住客人员复杂 前台永远弥漫着呛人的狐臭\r\n服务员态度很恶劣 普通标间 要使用公共卫生间和浴室 也就是30-40元招待所的档次', '短评打分': 1}
{'短评内容': '酒店的设施一般般，但位置，价位，服务尤其需要指出的是这里的早餐都使非常值得推荐的，不错！', '短评打分': 5}
{'短评内容': '多数服务员服务意识较强', '短评打分': 5}
{'短评内容': '住过那的小标间，这样的位置性价比不错，值得推荐', '短评打分': 5}
{'短评内容': '地点很好，价格便宜，不过设施很陈旧', '短评打分': 5}
{'短评内容': '酒店的位置很好，服务员态度不错，但电视偏小，早餐太晚，影响客人出行。', '短评打分': 5}
{'短评内容': '还不错,交通很便利,服务也很好', '短评打分': 5}
{'短评内容': '位置非常好，服务人员态度很好，性价比不错！ ', '短评打分': 5}
{'短评内容': '卫生和服务都不错，除了没有独立的卫生间。但是这个价钱，这个地理位置，已经不错了。出门就是地铁站，也有超市，早晨早市的水果很新鲜。如果愿意，晚上逛完王府井走回来就行', '短评打分': 5}
{'短评内容': '这家店位置方便,地铁站较近,而且周边是胡同,比较安静,服务好,当然小标间空间比较小,但价格适中.', '短评打分': 5}
{'短评内容': '位置比较偏不好找，设施很简单，比较旧，不过服务员挺有礼貌的，还不错，出门旅行要求不高的可以住。', '短评打分': 1}
{'短评内容': '位置好 性价比高', '短评打分': 5}
{'短评内容': '感觉很陈旧，而且隔音效果不好，服务员在外面说的话都能听得一清二楚', '短评打分': 1}
{'短评内容': '第一次去的话地方有点不好找，但是服务什么的都还不错~总体感觉有点旧旧的，住的大标间，房间还算够大，就是床是普通双人床，如果是加宽的就好了，总体性价比不错~下次老公来北京还住这里~', '短评打分': 5}
{'短评内容': '东四福苑给人一种温馨的感觉。第二次入住的时候房间安排在五楼，没用电梯，我正觉得为难时，服务员二话不说就拎起我的拉杆箱上楼，还是个小姑娘呢。真不赖！', '短评打分': 3}
{'短评内容': '位置不错 条件不错 服务业不错', '短评打分': 3}
{'短评内容': '条件一般 不过很温馨啊', '短评打分': 5}
{'短评内容': '地理位置不错，交通便利，只是房间有点小，设置一般，不过和价钱、地理位置一比，还是不错的，物有所值！', '短评打分': 5}
{'短评内容': '本人感觉就是一句话,不错,性价比好', '短评打分': 5}
{'短评内容': '位置不错，各方面都挺好。', '短评打分': 5}
{'短评内容': '是给亲戚订的，他们反馈还不错', '短评打分': 5}
{'短评内容': '推荐入住，经济实惠', '短评打分': 3}
{'短评内容': '性价比很高，推荐入住', '短评打分': 5}
{'短评内容': '环境不错。缺点就是有的房间不能上网,没无线网络。四楼厕所没纸,要是上厕所没带纸就悲剧了。', '短评打分': 5}
{'短评内容': '交通方便 位置也不错 自助游的朋友可以考虑', '短评打分': 5}
{'短评内容': '东四福缘宾馆地理位置很好,环境也不错,价钱合理,总体来说很实惠', '短评打分': 5}
{'短评内容': '还是值得推荐的，服务和卫生都很好，早餐也挺好。唯一差点的是宾馆有些旧。对要求不太高的人来说总体还可以。', '短评打分': 5}
{'短评内容': '还是值得推荐的，服务和卫生都很好，早餐也挺好。唯一差点的是宾馆有些旧。对要求不太高的人来说总体还可以。', '短评打分': 5}
{'短评内容': '6月11-14在此宾馆小标间入住3日，简评：卫生、服务、地理位置都很好，设施较差，但是宾馆前面的早市是非常值得留恋，考虑到110元的价位所以综合性价比是非常好的。我会向朋友们推荐这家酒店的。', '短评打分': 5}
{'短评内容': '位置还算不错，很好找。交通业比较方便，\r\n就是，130元的双人间很不值得。里面只有2张床，空调，电视。\r\n带洗手间的还要180。性价比不好。\r\n', '短评打分': 1}
{'短评内容': '地段虽然方便，但是我住的特价房没有独立卫生间和浴室，订的时候不知道，感觉不是很好。而且提前到宾馆不给check in', '短评打分': 1}
{'短评内容': '满意，还会去。早餐棒', '短评打分': 5}
{'短评内容': '位置很好，很方便~', '短评打分': 5}
{'短评内容': '总体来说性价比高，价格不高。但服务和设施希望能改进。', '短评打分': 3}
{'短评内容': '位置非常好，离东四地铁站很近。只是旅馆较老，也不太为人知，打听了半天才找到，问长虹电影院比较好，从长虹电影院西侧道一直北行就到。', '短评打分': 5}
{'短评内容': '五月末入住小标间3天 有窗 共5层 没有电梯 不能刷卡\r\n自费 性价比可以 交通方便 推荐', '短评打分': 5}
{'短评内容': '位置没的说，这个价位算不错的了，临近地铁口，距离王府井大街也不远，公交也算便利。但设施不算好，阴面潮湿，有霉味。服务算合格，但没有见到笑容。', '短评打分': 5}
{'短评内容': '交通很便利；附近有早市,想买点水果或者廉价的日常用品什么的非常方便也便宜。虽然那里的早餐一般，但因为附近没什么早餐可吃，所以10块还是值得的，不过卫生状况欠佳，餐盘都是没消毒的，拿出来上面都是水。房间比较小，大标的双床只有1.2米左右，电视信号很差，不清晰。设施比较旧，房门锁就是用的家用那种极普通锁，不安全，贵重物品建议还是寄存或者随身带。住在那里环境很安静，可他们的空调很不安静，哈哈。\r\n\r\n总', '短评打分': 5}
{'短评内容': '1,在小巷内（北京的的哥一般不差钱，不肯绕路进去），距离地铁口、公车站大概步行10分钟左右，碰上早市时间，出入还是有点费劲。\r\n2，宾馆的设施陈旧。6月初入住的501小标间，晚上11点多回到发现空调坏了，答复第二天修；第二天晚8点多回到没有修好，又说第三天修。要求换房，没有；要求退，竟然还要收当天的费用。最后发脾气了才答应加了台风扇熬过。第三天一早不再等待，坚持换房，才安全渡过。全过程没有任何物质', '短评打分': 5}
{'短评内容': '虽然位置略偏，但干净、舒适、安静，挺好，下次还来', '短评打分': 5}
{'短评内容': '地理位置很好，交通方便，靠近地铁站，附近就餐，购物都非常的方便，酒店的服务，卫生感觉都一般化，性价比一般。', '短评打分': 1}
{'短评内容': '开始的时候真的不太好找，但是后来发现其实这里交通还是挺方便的，我们住的是小标间，有窗子的，还蛮干净的，而且每天都有人来打扫、放卫生用品，这点做的蛮好的。', '短评打分': 5}
{'短评内容': '还行~', '短评打分': 5}
{'短评内容': '所有的条件都差，位置特偏，而且不能用信用卡，更没地方吃饭，谁去谁上当', '短评打分': 1}
{'短评内容': '交通很方便，办事旅游我看可以。', '短评打分': 5}
{'短评内容': '这家酒店应该是开了不少年了，所以设施显得有些陈旧，不过卫生条件还算可以。比较值得的是距离地铁站只有不超过10分钟的步行路程，出行很方便。对于喜欢绘画艺术的朋友可以留意一下，因为这家酒店距离中国美术馆的步行路程也在10分钟左右。', '短评打分': 5}
{'短评内容': '出差在外很在意饮食是否卫生，是否可口。这个宾馆有个类似食堂的餐厅，很干净，都是些家常菜，价格也不高。值得推荐！', '短评打分': 5}
{'短评内容': '酒店位置在老城区内，各方面比较方便，特别是有自助早餐，性价比很适合一般消费者。\r\n设施陈旧了一些，诸如窗户等需要很好维修。\r\n淋浴喷头水流太细，节水应建立在保证服务质量基础上。\r\n', '短评打分': 5}
{'短评内容': '虽然装修有些陈旧，但环境还可以，地方不太好找.服务态度不错。\n在那个地段算性价比比较高的了。', '短评打分': 5}
{'短评内容': '地理位置还不错 服务小妹态度也挺好  只是卫生间是公共的  浴室在一楼 人多的时候不是很方便  离王府井也不远  总的来说不错 ', '短评打分': 5}
{'短评内容': '这个价格，其实过得去了，如果你在房间仅仅停留几个小时', '短评打分': 1}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '该宾馆地理位置优越，价格较低，是个不错的选择', '短评打分': 3}
{'短评内容': '很好，很干净', '短评打分': 5}
{'短评内容': '性价比很高，地理位置很好，去哪都很方便，早晨还有早市哈！', '短评打分': 5}
{'短评内容': '总体来说还可以，只是网上预订在办理入住时发生了一些麻烦，虽然很快解决了，可还是有点扫兴！！！', '短评打分': 5}
{'短评内容': '地理位置非常好，离王府井，天安门都很近，而且就在东四地铁站旁边，出行非常方便。服务也还可以，就是房间隔音太差，设施也一般。短期居住还可以，旅游的话也不错。推荐', '短评打分': 5}
{'短评内容': '小标间没订到，这次住了大标间，原来设施都是一样的陈旧……还是小标间性价比最高啊。', '短评打分': 1}
{'短评内容': '酒店位置很好，就是卫生间的毛巾有点旧，地方不是很好找\r\n', '短评打分': 1}
