{'短评内容': '酒店位置好', '短评打分': 5}
{'短评内容': '感觉非常不好！可能因为期待值太高的缘故吧！除了地段还好以外，离五星级酒店的标准差远了。价格是五星的，服务、设施、舒适度是三星的，性价比是二星的。非常失望，不会再次入住这个酒店了。', '短评打分': 1}
{'短评内容': '去上海基本都会入住此酒店，推荐', '短评打分': 3}
{'短评内容': '地理位置很好，大堂比较华丽。前台服务不错。\n豪华房间还是偏小，卫生间浴盆位置过高，洗澡时要低着头。', '短评打分': 5}
{'短评内容': '我看那些好評的點評都是假的, 可能是酒店自己貼上去的. 從發表日期、意見....明眼人一看就知道', '短评打分': 3}
{'短评内容': '1.沒有四星級的水準\r\n2.沒有行政客房應有的水準\r\n3.行政樓層接待廳供應的飲料點心...到下午六點就鎖起來, 過時就沒有服務\r\n4.早餐很差, 比3星級還差\r\n5.連行政樓層接待廳的服務人員態度都很差\r\n6.裝修很舊\r\n7.性價比很差, 價格不值得又受罪\r\n8.絕對不會再去住, 這種酒店讓它淘汰\r\n9.e龍不應該推薦這種酒店, 砸壞招牌', '短评打分': 1}
{'短评内容': '房间比较舒适，适合领导出差住宿，交通比较方便', '短评打分': 5}
{'短评内容': '该酒店位置非常好,到南京东路步行街及外滩均非常近,卫生、服务、设施等也挺好，我已入住了二次，总体评价很好。', '短评打分': 5}
{'短评内容': '很好，很方便，下次还会住。', '短评打分': 5}
{'短评内容': '位置不错,靠外滩、豫园、南京路步行街都很近，步行大约10-15分钟，去旅游的是个不错的选择，里面设施也较好，与五星级较匹配，只是细节没做好，像纸巾盒房间没有，而在洗手间，一般五星级这两个地方都有，地图没有，不知是不是服务员忘放了，我也没问，再就是我住的房间没早餐，初次去没水果，人性化较差。', '短评打分': 5}
{'短评内容': '作为以旅行目的的酒店，值得推荐。\r\n地理位置非常好，闹中取静；\r\n干净，卫生。', '短评打分': 5}
{'短评内容': '地理位置不错，设施有点旧，不过这价格，5星，可以了。', '短评打分': 5}
{'短评内容': '性价比不错，我到上海都选择这家饭店，交通便利，出行方便。', '短评打分': 5}
{'短评内容': '不错的一家酒店', '短评打分': 5}
{'短评内容': '很不错的酒店，环境，周边交通都很方便', '短评打分': 3}
