{'短评内容': '好，地理位置优越', '短评打分': 5}
{'短评内容': '位置比较安静；上网很快。餐厅一般，其他地方没有连锁店。', '短评打分': 3}
{'短评内容': '房间环境一般，服务不错，价格合理。', '短评打分': 5}
{'短评内容': '酒店餐厅的食品不太新鲜，位置有点偏，离景点有点远，虽然服务也比较一般，房间还算干净，至于价格我觉得还是有点高了。', '短评打分': 3}
{'短评内容': '酒店环境比较好,交通也比较便利,服务人员态度也挺热情的,性价比还不错.', '短评打分': 3}
{'短评内容': '酒店房价挺便宜的,而且所在的地段也还可以,出行蛮方便的,综合来说还是比较满意的.', '短评打分': 3}
{'短评内容': '总体还所不错，位置比较好，床单不是很干净，卫生间的浴室帘有不少霉点。', '短评打分': 5}
{'短评内容': '位置比较好，安静；上网很快。餐厅一般，其他地方没有连锁店。。', '短评打分': 5}
{'短评内容': '酒店卫生还算不错，只是位置不是很便利，服务一般，其他情况还可以。总体来说还值得推荐一下。', '短评打分': 5}
{'短评内容': '酒店接待有旅行团，早上起的特别早，房间门又没有好的隔音措施，搞的5点多就被吵醒了！！\r\n酒店住有没素质的客人，早上六点半就打开房门在聊天，貌似两个房间在走来走去大声喧哗，无人问津，楼道里传来的噪音轻易的传入房内，这一点是这个酒店最大的坏处！！', '短评打分': 1}
{'短评内容': '我觉得200元以下的价格住这样的房间还是可以的。酒店位置，距离海边要走十五分钟，离机场大巴海天大酒店站十五分钟走路，但是最好打车，起步价加一元燃油费共8元。酒店在火车站，栈桥和崂山中间，距离八大关，鲁迅公园，台东，石老人的距离都不算太远，公交线路到芝泉路，仰口路，华严路都可以。酒店在青岛老年大学里面，非常安静，适合睡觉。走2分钟到湛山寺。酒店的隔音一般，但是总体还是比较安静，房间也可以，被褥是白色', '短评打分': 3}
{'短评内容': '我觉得200元以下的价格住这样的房间还是可以的。\r\n酒店位置，距离海边要走十五分钟，离机场大巴海天大酒店站十五分钟走路，但是最好打车，起步价加一元燃油费共8元。\r\n酒店在火车站，栈桥和崂山中间，距离八大关，鲁迅公园，台东，石老人的距离都不算太远，公交线路到芝泉路，仰口路，华严路都可以。\r\n酒店在青岛老年大学里面，非常安静，适合睡觉。走2分钟到湛山寺。\r\n酒店的隔音一般，但是总体还是比较安静，房间也', '短评打分': 5}
{'短评内容': '酒店的硬件条件还算可以，就是卫生间下水有点堵塞，其他都还好，服务态度也挺好的，位置挺方便的。', '短评打分': 3}
{'短评内容': '挑的房间得看运气，有的房间霉味太重，不过就在湛山寺旁，出行的地段也相当不错', '短评打分': 1}
{'短评内容': '位置还可以，卫生和设施真是太差了，卫生间的地上非常脏，黑乎乎的，他那个浴帘上有很多黑点，床单也是非常脏，让它的服务人员换了4次床单，打开一个很脏，打开另外一个又很脏，到第四块还勉强说的过去，性价比太差了。', '短评打分': 3}
{'短评内容': '酒店房间还挺干净的，服务也不错，就是设施不行，地板都坏了，在旅游城市的话价格还算比较适中', '短评打分': 3}
{'短评内容': '位置不错 出门就有206 310 370  附近延安路上公交N辆 基本哪都能去 服务也很好 就是卫生稍微差了点 不过性价比还行  104附近那有个早餐馆 很不错', '短评打分': 5}
{'短评内容': '还不错，挺干净的，内部设施与价格是相符的，出行也不比较方便', '短评打分': 3}
{'短评内容': '酒店地理位置很好，比较方便，前台服务人员态度也蛮热情的，性价比比较高，很好的酒店，就是在洗澡的时候卫生间里的帘子有些发霉，卫生相对一般。', '短评打分': 3}
{'短评内容': '住的还行，只是国庆期间太贵了，按那个价格肯定是不值了，但是没有办法啊，位置好，干净，离海还有一段距离。', '短评打分': 3}
{'短评内容': '在青岛老年大学内，环境幽静；去海边步行约十分钟，交通比较方便，门口就有多路公交车；对面有一家中等的24小时超市，周边饭馆较多，吃饭比较方便，酒店的早餐是中式的，品种较丰富，比较家庭化，感觉不错。酒店服务很好，周到、热情，客人有什么要求一般都会尽量满足，特别是前台的女服务员很热情；房间设施齐全、干净，。。。总体感觉值得推荐给大家。唯一不足的是，卫生间的风扇声音太大，洗澡池下水流的太慢，洗澡水沿隔水沿', '短评打分': 5}
{'短评内容': '国庆期间房价太高了，过了节降了一半还多。卫生还不错，位置离湛山寺很近，离海边还有一点距离，总体来说属于一般商务酒店的水平。', '短评打分': 3}
{'短评内容': '国庆期间房价太高了，过了节降了一半还多。卫生还不错，位置离湛山寺很近，离海边还有一点距离，总体来说属于一般商务酒店的水平。', '短评打分': 5}
{'短评内容': '酒店设在老年大学院内，周边环境很安静，交通也方便，去市内的景点基本都有直达的公交。 不过国庆期间房价上涨幅度也不小，所以平时出游选择，应该性价比会更高点。总体还是值得推荐滴~~', '短评打分': 5}
{'短评内容': '地方不错，很安静', '短评打分': 5}
{'短评内容': '酒店的价格很不错，典型的商务酒店。特别适合商务和旅游。就是设施一般，但这个价格要求也不要太高了。', '短评打分': 5}
{'短评内容': '酒店位置并不占太多优势，有的出租车都不知道，只能通过老年大学或者湛山寺来说明，酒店内不提供机场接送这个需要改进，一般酒店都有挂靠车辆这样会分方便，早餐太一般了，不知道是不是承包了出去，早上餐厅门口有一个把门的老大爷，好家伙那态度，怎么感觉像是收保护费的，吊了个烟，爱搭不理的，而且嗓门很大对那些小员工大呼小叫的，一点笑脸没有，见到他用餐就很郁闷，早餐不够丰富，与其他同价宾馆相比差了很多，单县路如家快', '短评打分': 5}
{'短评内容': '前台服务非常好，前后给我两次电话确认，并无条件帮我把客房保留到23点，无需信用卡担保。卫生稍逊，浴帘有霉点了，不过卫生间没有他人评论的“有臭味”，设施比较简单，没有衣柜，也没有床头灯。位置也是闹中取静，在老年大学内，绝对安全哦。门口既有车站，超市，早饭摊，非常方便。综合性价比不错！！', '短评打分': 5}
{'短评内容': '在老年大学里面，比较干净，也很安静，安全有保障，停车也方便', '短评打分': 5}
{'短评内容': '位置不错，在老年大学里，安全性高。服务质量有待进一步提高，客房内的手册介绍应更详细，特别是入住酒店的注意事项，在没有事先告知的情况下，住客很容易疏忽而导致不必要的麻烦，如酒店的床单、毛巾等怎样污染需要赔偿等。', '短评打分': 1}
{'短评内容': '三个字：“不错！”。两个字：“中！”呵呵！就是暑假的价格太高，当然这是普遍现象……', '短评打分': 5}
{'短评内容': '酒店环境还不错，地理位置也很好，而且交通便利，价格也比较优惠', '短评打分': 3}
{'短评内容': '酒店房间干净，位置不错，出门方便（公交车多）。而且相对于打车不是很方便的青岛来说，这里比较容易叫到出租车。\r\n缺点是：卫生间下水道的臭味比较严重，必须开排气才行。但排气又是和灯一路电的，晚上开着排气房间里太亮（房间和浴室是玻璃墙），影响睡眠。\r\n', '短评打分': 5}
{'短评内容': '酒店配套设施跟不上现代的要求,位置还可以但是标牌不明显不好找.', '短评打分': 3}
{'短评内容': '我们夫妻一早八点就到了宾馆，原订大床房没房空出，结果免费升级高级大床房，满意，感觉房间整洁，舒适，出行相当方便，大门外公交基本可到青岛各景点，到海边或机场大巴站步行十多分钟，总之，满意。', '短评打分': 5}
{'短评内容': '酒店比较安静，房间的卫生条件也都挺好，周边的交通也蛮方便的，性价比不错。', '短评打分': 3}
{'短评内容': '性价比不错，酒店的服务人员态度都不错的，是去青岛的一个很好的选择哦。', '短评打分': 5}
{'短评内容': '酒店的服务卫生以及设施都很好的，酒店的位置不错的，交通很方便的，性价比不错的酒店。', '短评打分': 5}
{'短评内容': '酒店的卫生差了点，服务设施都还可以的，酒店的位置以及交通都很方便的，酒店的价格还有下调的空间。', '短评打分': 5}
{'短评内容': '该酒店交通便捷，服务热情，卫生条件好，对旅游度假还是挺好的。', '短评打分': 5}
{'短评内容': '可以再次光临的酒店', '短评打分': 5}
{'短评内容': '酒店的硬件设施配备，环境清洁和服务水平都比较不错，价格也挺合适的，选这个位置交通也是挺方便的。', '短评打分': 5}
{'短评内容': '这个酒店我觉得还是挺不错的，硬件条件，服务水平和环境都挺好的，交通也方便。', '短评打分': 5}
{'短评内容': '对于经济型酒店来说已经很不错了，这次入住超出我期望值，同时还定了一晚栈桥王子酒店，但比较而言，性价比还是这家比较好。位置虽然不在闹市取，但交通很方便，环境在老年大学里，很是安静舒适。前台服务员的态度很好，很亲切，我的裤子吃饭时弄了些醋，送去洗的时候服务员怕送洗衣店用化学原谅洗而损害到裤子，结果自己用手帮我洗干净的，很是细心周到，也没收钱。房间设施简单干净，除了淋浴间的浴帘上有些霉电子有些让人不舒服', '短评打分': 5}
{'短评内容': '酒店房间没有图片上那么好,靠近马路还是有些吵,设施一般,地理位置还不错很方便出行.', '短评打分': 1}
{'短评内容': '地理位置不错，在老年大学附近，比较私人化。还算安静。\n装修得较温馨，橘红色的小灯不错。服务一般，刚开始还把房号搞错了，害的我们很囧。\n设施还算卫生，厕所是唯一的缺点', '短评打分': 5}
{'短评内容': '1.卫生间有股下水道的味道，浴室用来遮挡的帘子都是霉斑\n2. 床单脏，上面有血痕。。。\n3. 房间太小，基本上放个箱子就没地了\n4. 可能跟天气有关，房间潮气很大\n5.位置还算可以，不过这家只能算个招待所的级别。', '短评打分': 1}
{'短评内容': '位置不错，门口车站往东西方向都有，很方便，服务也不错，就是卫生间下水道有些反味，空调还会漏水。夜里跟空调跟下雨似的，建议晚上睡觉不要开空调。', '短评打分': 5}
{'短评内容': '酒店房间隔音不太好,位置还可以,设施比较新,经济型酒店这也样也不错.', '短评打分': 5}
{'短评内容': '青岛的宾馆在网上人气最高的一家，我住了6晚。位置稍有些偏，不过在老年大学内所以很安静，正对着老年大学大门，门口有24小时超市，还有药店，吃早餐、晚上吃烧烤的地方。门口右拐就有公交车站，主要景区、台东都能到。走上几分钟到旁边延安路上公交车更多，去崂山北九水可坐110路（早6:30那趟）。房间面积还算大，卫生干净，服务态度很好，尤其是前台的小MM,可谓有问必答，很有礼貌。会推荐加入会员，加不加入大家自', '短评打分': 5}
{'短评内容': '就是设施有些陈旧了,酒店有些老,其他方面还是不错,也挺干净舒适.尤其是位置,交通很方便；还是值得推荐的一家酒店', '短评打分': 5}
{'短评内容': '酒店本身还可以，环境不错，价格也比较适中', '短评打分': 5}
{'短评内容': '酒店不在市中心，不是特别好找，但是交通还算是方便的，而且条件也还不错，价格比较便宜，服务也算是周到，挺好的。', '短评打分': 5}
{'短评内容': '酒店的服务态度挺好的，就是价格有点高', '短评打分': 5}
{'短评内容': '酒店新开业的，设施方面比较新的，卫生弄的也挺干净的，周边环境还不错的，交通还是比较方便的，价格方面还是比较实惠的。', '短评打分': 5}
{'短评内容': '酒店的设施很陈旧了，卫生都还可以的，交通很方便的，开车过去位置不是很好找的，价格还可以的。', '短评打分': 1}
{'短评内容': '酒店的服务卫生以及房间的设施都很好的，酒店的位置很好的，交通比较便利的，性价比不错的酒店', '短评打分': 5}
{'短评内容': '非常不错的地方，在湛山寺附近，二三十分钟可以步行到海边（快走），交通也算方便，最主要的由于酒店在老干部活动中心内，所以周围环境非常安静，我很喜欢。', '短评打分': 5}
{'短评内容': '酒店的整体感觉不错的，服务卫生已经设施都很好的，位置不错的，出行很方便的，性价比不错的酒店 ', '短评打分': 5}
{'短评内容': '酒店挺干净的,房间也挺宽敞的,不过隔音不太好,价格蛮实惠的,要是房间能配备电脑就更好了.', '短评打分': 5}
{'短评内容': '酒店的位置不是特别好，主要就是交通不方便，不过价格还是可以接受的，服务和环境还不错。', '短评打分': 5}
{'短评内容': '酒店房间内的环境还不错，但是就是卫生间有些反味儿，有些受不了，其他的还挺好的', '短评打分': 5}
{'短评内容': '酒店和网上刊登的图一样，服务很好，房间很干净。性价比很高，去旅游的景点很方便。              ', '短评打分': 5}
{'短评内容': '酒店的环境硬件设施舒适度都比较达标，服务卫生也都很不错，价格合理适中，位置出行交通也很方便，值得推荐入住的酒店。', '短评打分': 5}
{'短评内容': '整体感觉不错，以后去还会选择', '短评打分': 5}
{'短评内容': '还不错。就是感觉房间通风不是特别好。毛巾浴巾有股味道。', '短评打分': 5}
{'短评内容': '很不錯,方便,性價比很好,服務不錯,下次選經濟的一定會再來,不過房間那些杯子可要更換了,不能見人啊', '短评打分': 5}
{'短评内容': '酒店整体感觉很好，整洁、干净，性价比高', '短评打分': 5}
{'短评内容': '酒店比较干净,设施也不错,住着比较舒适.就是位置有些偏.', '短评打分': 5}
{'短评内容': '环境不错,在老年大学院子里.没有打扰的.\r\n房间内下水道味道比较大,需要多开窗户.\r\n', '短评打分': 5}
